Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:47:11.047,114304.7,0.002,BTCUSDT
2025-09-30 01:47:11.047,114304.6,0.006,BTCUSDT
2025-09-30 01:47:11.047,114304.5,0.002,BTCUSDT
2025-09-30 01:47:11.047,114304.0,0.002,BTCUSDT
2025-09-30 01:47:11.047,114303.9,0.001,BTCUSDT
2025-09-30 01:47:11.047,114303.9,0.001,BTCUSDT
2025-09-30 01:47:11.047,114303.9,0.001,BTCUSDT
2025-09-30 01:47:11.047,114303.9,0.002,BTCUSDT
2025-09-30 01:47:11.047,114303.5,0.007,BTCUSDT
2025-09-30 01:47:11.047,114303.3,0.002,BTCUSDT
2025-09-30 01:47:11.048,114303.3,0.002,BTCUSDT
2025-09-30 01:47:11.048,114303.2,0.065,BTCUSDT
2025-09-30 01:47:11.048,114303.0,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.9,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.7,0.005,BTCUSDT
2025-09-30 01:47:11.048,114302.7,0.002,BTCUSDT
2025-09-30 01:47:11.048,114302.7,0.002,BTCUSDT
2025-09-30 01:47:11.048,114302.6,0.002,BTCUSDT
2025-09-30 01:47:11.048,114302.4,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.3,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.3,0.077,BTCUSDT
2025-09-30 01:47:11.048,114302.2,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.1,0.002,BTCUSDT
2025-09-30 01:47:11.048,114302.1,0.001,BTCUSDT
2025-09-30 01:47:11.048,114302.1,0.002,BTCUSDT
2025-09-30 01:47:11.048,114301.9,0.002,BTCUSDT
2025-09-30 01:47:11.048,114301.8,0.001,BTCUSDT
2025-09-30 01:47:11.048,114301.6,0.001,BTCUSDT
2025-09-30 01:47:11.048,114301.5,0.001,BTCUSDT
2025-09-30 01:47:11.048,114301.5,0.002,BTCUSDT
2025-09-30 01:47:11.048,114301.2,0.031,BTCUSDT
2025-09-30 01:47:11.048,114301.2,0.004,BTCUSDT
2025-09-30 01:47:11.057,114301.2,0.011,BTCUSDT
2025-09-30 01:47:11.057,114301.2,0.003,BTCUSDT
2025-09-30 01:47:11.058,114301.2,0.009,BTCUSDT
2025-09-30 01:47:11.058,114301.2,0.014,BTCUSDT
2025-09-30 01:47:11.059,114301.2,0.013,BTCUSDT
2025-09-30 01:47:11.059,114301.2,0.029,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.001,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.002,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.047,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.025,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.002,BTCUSDT
2025-09-30 01:47:11.148,114301.1,0.002,BTCUSDT
2025-09-30 01:47:11.197,114301.0,0.001,BTCUSDT
2025-09-30 01:47:11.256,114301.1,1.246,BTCUSDT
2025-09-30 01:47:11.256,114301.1,0.528,BTCUSDT
2025-09-30 01:47:12.129,114301.1,0.006,BTCUSDT
2025-09-30 01:47:12.300,114301.0,0.001,BTCUSDT
2025-09-30 01:47:12.300,114301.0,0.002,BTCUSDT
2025-09-30 01:47:12.366,114301.0,0.002,BTCUSDT
2025-09-30 01:47:12.366,114301.0,0.001,BTCUSDT
2025-09-30 01:47:12.366,114301.0,0.001,BTCUSDT
2025-09-30 01:47:12.366,114301.0,0.002,BTCUSDT
2025-09-30 01:47:12.387,114301.0,0.012,BTCUSDT
2025-09-30 01:47:12.437,114301.0,0.002,BTCUSDT
2025-09-30 01:47:12.610,114301.1,0.013,BTCUSDT
2025-09-30 01:47:12.936,114301.0,0.021,BTCUSDT
2025-09-30 01:47:13.030,114301.0,0.009,BTCUSDT
2025-09-30 01:47:13.293,114301.0,0.005,BTCUSDT
2025-09-30 01:47:13.378,114301.0,0.247,BTCUSDT
2025-09-30 01:47:13.378,114301.0,0.003,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.024,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.003,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.015,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.004,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.004,BTCUSDT
